Ce mascara s'applique plutôt facilement, il faut en effet de beaux cils voluptueux\r\nJ'ai été déçue pas la grosseur du mascara en lui même; il est assez gros et prend de la place dans ma trousse à maquillage. Ceci dit je e trouve direct :)\r\nJe n'ai pas pris le waterproof au vu des commentaires.\r\nJ'ai eu l'occasion de le tester par hasard sous une pluie battante alors que j'avais oublié mon parapluie ! je me suis dit "ah mince je vais avoir les yeux tout noirs dégoulinant, " MAIS NON pas du tout !! j'étais ravie parce que j'ai acheté le noir normal (pas waterproof);\r\nConcernant le démaquillant, je n'utilise que de l'eau nettoyante pour bébé et je n'ai eu aucun problème pour l'enlever.\r\nDonc pour ma part, c'est parfait |||5|||5
Après en avoir entendu que du bien, j'ai tenté et je ne suis pas déçue, un mascara qui tient ses promesses! Enfin!\r\nJ'aime beaucoup ce mascara, il fait de très beaux cils, sans paquets, les allongent et il tient une bonne journée,puis enfin il se démaquille très facilement.Que demandez de plus, le prix est correct comparé à certains mascaras de luxe et à d'autres gammes de supermarché.\r\nLe packaging est joli mais le tube est trop gros mais personnellement c'est ne pas çà qui m'empêchera d'en racheter. |||5|||5
J'ai mis 2 étoiles pour la livraison rapide et l'ensemble mais je suis très déçue. Lisant les commentaires, je m'attendais à des cils bien gainés et séparés or j'ai tout le contraire...Il est trop liquide et ne recourbe absolument pas les cils, de plus, il est difficile à démaquiller..J'ai des cils type asiatiques, raides et qui ne se recourbent pas, à ce jour, le seul qui me fait vraiment des cils sensationnel c'est outrageous curl de Sephora...bref, après une quatrième application n'ayant pas l'effet escompté, direction poubelle.. |||2|||5
L'effet volume est là mais j'ai connu bien mieux avec un mascara ultra cher donc la différence de prix est vraiment acceptable, il fait bien son boulot. Le marron est idéal pour les yeux bleus surtout passer la quarantaine ou le noir durcit, creuse et fatigue un visage,  la différence est nette je ne reviendrai plus sur la couleur noire.\r\nLa brosse est très bien étudiée aucun paquet.\r\nLe mascara tient quasi toute la journée, pour tous ces arguments je vais rester fidèle à ce mascara. |||4|||5
super mascara qui separe bien les cils , les allonge un minimum , qui les colore d'un joli noir assez intense . la brosse est très chouette , les cils meme avec deux couches pour un effet plus fort ne se collent pas entre eux . ET SURTOUT le mascara ne smudge pas dans la journée ! pas d'effet oeil de panda au fil des heures pour moi ! |||5|||5
Ce ricils je les vu a la pub mais franchement sa vous rend des grands cils je ne suis pas déçu j adore vous devez l essayer 😊 |||5|||5
Dés le premier passage, la brosse ouvre le regard, ne fait pas de paquet? Je suis fan de la bonne tenue du mascara couleur noir jusqu'au matin car son défaut qui pour moi, reste une qualité, il ne se démaquille pas facilement...\r\nTant pis, ce serait le seul sacrifice à accepter pour obtenir de magnifiques yeux de biche !\r\n\r\nEn un mot, PARFAIT ! Je l'adooooorrrreee et le recommande vivement :-) |||5|||5
Je suis une habituée des épilations et je viens d’acheter celui ci, conquise par son esthétisme et sa fonction waterproof.\r\nJe l’ai essayé à l’instant sous la douche et au niveau des aisselles. Alors... Il est très très douloureux, pour cause il arrache les poils de manière assez violente (sensation de coupure). De plus, parfois il tire le poil sans le retirer, donc : douleur inutile. A voir si cela est rentabilisé au niveau d’une repousse plus lente mais j’ai vraiment douillé alors que je ne suis pas du tout sensible au niveau des aisselles. J’ai même saigné !\r\nJ’ai essayé 3 poils au maillot avant de totalement abandonner. Pour cause : trop trop de douleurs. J’hesite a le renvoyer pour ça et à garder mon ancien epilateur de 10 ans qui fait toujours mieux son job.. |||3|||5
Conforme à mes attentes. Pratique et efficace. Facile d'utilisation et très esthétique. Je le recommande aux novices et aux habitués des epilateurs. |||4|||5
Très efficace. Fonctionne parfaitement\r\nLe fait de pouvoir l'utiliser sous l'eau réduit la douleur.\r\nBonne autonomie et recharge rapide\r\nJe recommande |||5|||5
